StationId,City,Date,Status,PM2.5,PM10,NOx,CO,SO2,O3
DL002,Delhi,2018-11-29,Active,300.95,568.78,301.83,3.88,5.58,24.41
DL002,Delhi,2018-11-30,Active,242.66,507.5,298.7,3.31,4.22,19.37
DL002,Delhi,2018-12-01,Active,180.17,437.11,257.33,2.43,5.69,19.12
DL002,Delhi,2018-12-02,Active,256.62,554.99,252.83,5.42,10.92,40.1
DL002,Delhi,2018-12-03,Active,278.67,527.86,252.3,2.01,8.62,23.53
DL002,Delhi,2018-12-04,Active,332.36,615.7,292.5,3.71,17.37,44.32
DL002,Delhi,2018-12-05,Active,253.28,511.64,256.18,3.66,24.59,20.58
DL002,Delhi,2018-12-06,Active,311.07,575.62,276.04,4.36,28.08,56.54
DL002,Delhi,2018-12-07,Active,246.91,517.2,306.16,3.72,22.27,28.65
DL002,Delhi,2018-12-08,Active,257.57,506.47,294.09,4.12,23.35,30.18
DL002,Delhi,2018-12-09,Active,299.18,535.93,276.2,3.72,29.23,40.03
DL002,Delhi,2018-12-10,Active,330.9,520.51,239.86,4.33,27.23,66.54
DL002,Delhi,2018-12-11,Active,338.6,567.64,240.58,4.32,23.94,57.85
DL002,Delhi,2018-12-12,Active,243.02,379.03,129.29,3.56,21.78,53.26
DL002,Delhi,2018-12-13,Active,114.97,190.79,127.0,2.27,15.83,33.71
DL002,Delhi,2018-12-14,Active,116.32,210.69,175.4,2.91,16.08,26.13
DL002,Delhi,2018-12-15,Active,130.32,232.46,194.77,1.58,15.9,23.15
DL002,Delhi,2018-12-16,Active,177.8,334.67,245.11,2.74,16.9,25.37
DL002,Delhi,2018-12-17,Active,186.62,361.79,251.7,3.17,18.81,25.02
DL002,Delhi,2018-12-18,Active,216.54,413.43,256.05,3.31,19.22,24.69
DL002,Delhi,2018-12-19,Active,267.77,440.08,285.51,3.23,19.77,20.22
DL002,Delhi,2018-12-20,Active,324.11,568.59,299.71,4.16,20.65,20.46
DL002,Delhi,2018-12-21,Active,292.28,488.87,151.52,3.41,14.36,17.65
DL002,Delhi,2018-12-22,Active,435.97,615.98,219.08,3.75,15.59,32.19
DL002,Delhi,2018-12-23,Active,562.62,668.56,215.39,3.44,18.46,68.55
DL002,Delhi,2018-12-24,Active,586.66,566.44,249.35,4.23,16.5,37.01
DL002,Delhi,2018-12-25,Active,279.99,438.67,237.13,2.72,9.21,14.1
DL002,Delhi,2018-12-26,Active,296.0,484.42,249.55,2.68,11.04,14.75
DL002,Delhi,2018-12-27,Active,377.12,548.65,236.61,3.81,18.31,25.0
DL002,Delhi,2018-12-28,Active,274.46,417.77,211.27,3.77,8.07,14.8
DL002,Delhi,2018-12-29,Active,319.45,545.17,287.25,2.89,14.26,13.87
DL002,Delhi,2018-12-30,Active,512.55,616.14,218.39,3.29,17.15,14.03
DL002,Delhi,2018-12-31,Active,431.14,550.45,220.09,3.87,15.88,17.94
DL002,Delhi,2019-01-01,Active,378.07,559.76,208.43,4.29,15.29,23.41
DL002,Delhi,2019-01-02,Active,416.65,615.05,212.0,4.47,14.12,40.88
DL002,Delhi,2019-01-03,Active,424.08,605.67,279.69,3.84,10.8,23.93
DL002,Delhi,2019-01-04,Active,289.32,423.98,217.57,3.41,5.62,20.85
DL002,Delhi,2019-01-05,Active,249.64,354.61,95.69,4.61,6.51,26.61
DL002,Delhi,2019-01-06,Active,192.5,277.67,151.07,3.75,5.09,32.07
DL002,Delhi,2019-01-07,Active,199.52,303.92,221.47,2.12,7.61,20.74
DL002,Delhi,2019-01-08,Active,152.05,245.64,187.35,1.76,6.94,17.82
DL002,Delhi,2019-01-09,Active,152.59,266.78,200.28,2.06,8.08,14.26
DL002,Delhi,2019-01-10,Active,195.09,380.41,241.34,2.86,9.85,13.64
DL002,Delhi,2019-01-11,Active,344.72,509.22,218.22,3.96,17.08,18.05
DL002,Delhi,2019-01-12,Active,447.78,576.83,208.26,3.0,14.4,26.01
DL002,Delhi,2019-01-13,Active,330.18,468.49,179.36,4.32,11.08,26.53
DL002,Delhi,2019-01-14,Active,96.24,196.16,149.79,2.49,7.08,12.01
DL002,Delhi,2019-01-15,Active,135.9,256.08,208.28,2.54,8.53,10.49
DL002,Delhi,2019-01-16,Active,313.9,511.7,195.72,3.42,13.41,12.55
DL002,Delhi,2019-01-17,Active,423.75,597.3,339.56,2.54,12.81,11.66
DL002,Delhi,2019-01-19,Active,336.85,587.43,190.77,4.5,12.68,13.36
DL002,Delhi,2019-01-20,Active,411.78,604.08,242.78,3.09,18.34,53.18
DL002,Delhi,2019-01-21,Active,182.69,345.76,117.32,1.58,8.03,14.32
DL002,Delhi,2019-01-22,Active,57.99,73.04,60.08,5.05,5.62,18.39
DL002,Delhi,2019-01-24,Active,146.25,269.18,106.44,3.51,9.04,24.27
DL002,Delhi,2019-01-25,Active,76.57,154.76,104.42,4.67,6.1,12.43
DL002,Delhi,2019-01-26,Active,93.51,185.38,108.7,3.34,7.87,14.87
DL002,Delhi,2019-01-27,Active,126.88,239.9,149.8,2.36,7.09,14.46
DL002,Delhi,2019-01-28,Active,120.84,234.93,163.77,2.83,7.24,14.68
DL002,Delhi,2019-01-29,Active,144.31,288.99,195.56,2.33,11.05,16.04
DL002,Delhi,2019-01-30,Active,230.1,464.68,248.75,2.37,30.55,21.51
DL002,Delhi,2019-01-31,Active,245.92,452.68,139.85,1.81,24.33,32.3
DL002,Delhi,2019-02-01,Active,197.76,307.06,94.7,1.83,23.06,41.23
DL002,Delhi,2019-02-02,Active,218.12,341.55,119.46,1.81,6.19,18.58
DL002,Delhi,2019-02-03,Active,164.28,285.93,107.47,3.03,8.15,19.35
DL002,Delhi,2019-02-04,Active,186.67,403.85,183.14,2.58,11.58,22.17
DL002,Delhi,2019-02-05,Active,422.62,714.04,334.58,4.25,32.53,61.71
DL002,Delhi,2019-02-06,Active,190.73,301.37,91.54,1.36,11.88,25.14
DL002,Delhi,2019-02-15,Active,129.06,245.98,125.55,1.4,28.77,34.03
DL002,Delhi,2019-02-16,Active,131.58,239.12,137.01,1.48,8.54,10.59
DL002,Delhi,2019-02-17,Active,113.88,261.64,176.51,1.77,9.26,13.99
DL002,Delhi,2019-02-18,Active,114.59,264.24,113.23,1.73,15.69,22.4
DL002,Delhi,2019-02-19,Active,132.1,284.34,133.19,2.98,19.17,30.68
DL002,Delhi,2019-02-20,Active,110.8,220.76,88.81,1.39,28.52,26.79
DL002,Delhi,2019-02-21,Active,75.65,223.42,101.28,1.86,23.72,23.5
DL002,Delhi,2019-02-22,Active,93.71,289.74,114.54,1.68,9.16,18.61
DL002,Delhi,2019-02-23,Active,54.04,167.06,63.41,1.64,11.05,21.66
DL002,Delhi,2019-02-24,Active,82.53,212.58,60.34,2.16,14.44,15.56
DL002,Delhi,2019-02-25,Active,119.83,233.29,57.74,1.56,25.73,23.45
DL002,Delhi,2019-02-26,Active,71.1,164.65,40.94,1.11,20.22,27.82
DL002,Delhi,2019-02-27,Active,82.11,157.27,39.91,1.02,16.49,13.07
DL002,Delhi,2019-02-28,Active,134.47,322.41,55.92,1.8,16.67,13.8
DL002,Delhi,2019-03-01,Active,97.39,267.9,63.06,1.44,16.08,12.41
DL002,Delhi,2019-03-02,Active,120.98,248.28,55.82,1.51,24.76,11.61
DL002,Delhi,2019-03-03,Active,69.21,135.47,37.27,1.34,15.98,24.15
DL002,Delhi,2019-03-04,Active,121.01,323.94,52.02,1.52,12.04,20.61
DL002,Delhi,2019-03-05,Active,67.25,228.82,52.15,2.3,10.5,11.93
DL002,Delhi,2019-03-06,Active,97.59,310.42,99.61,2.15,12.03,8.9
DL002,Delhi,2019-03-07,Active,117.15,401.03,227.0,1.68,14.14,8.95
DL002,Delhi,2019-03-08,Active,132.33,335.47,152.77,1.78,19.92,10.08
DL002,Delhi,2019-03-09,Active,87.19,228.33,114.13,1.43,16.62,11.54
DL002,Delhi,2019-03-10,Active,73.02,238.82,129.1,1.58,13.99,20.91
DL002,Delhi,2019-03-11,Active,90.64,251.05,69.69,2.45,26.79,31.05
DL002,Delhi,2019-03-12,Active,62.19,161.27,89.5,2.23,13.9,15.26
DL002,Delhi,2019-03-13,Active,107.5,288.71,109.25,3.29,24.44,17.6
DL002,Delhi,2019-03-14,Active,148.35,297.45,116.25,3.89,22.43,10.04
DL002,Delhi,2019-03-15,Active,76.4,173.22,121.36,0.91,19.17,17.78
DL002,Delhi,2019-03-16,Active,66.33,178.24,112.73,1.76,13.1,18.63
DL002,Delhi,2019-03-17,Active,98.5,239.82,143.15,3.28,15.49,16.8
DL002,Delhi,2019-03-18,Active,108.59,257.41,169.83,2.6,18.02,16.63
DL002,Delhi,2019-03-19,Active,159.77,297.26,172.75,1.74,19.92,12.05
DL002,Delhi,2019-03-20,Active,127.96,269.4,85.58,2.46,23.14,23.63
DL002,Delhi,2019-03-21,Active,309.12,221.72,56.61,2.16,24.09,37.65
DL002,Delhi,2019-03-22,Active,30.46,159.55,87.35,1.53,15.13,25.88
DL002,Delhi,2019-03-23,Active,72.66,213.26,96.82,2.0,15.28,31.64
DL002,Delhi,2019-03-24,Active,57.89,180.93,127.99,1.53,19.8,21.2
DL002,Delhi,2019-03-25,Active,71.99,204.57,116.09,1.33,24.32,12.03
DL002,Delhi,2019-03-26,Active,71.83,208.4,134.19,1.68,18.63,15.95
DL002,Delhi,2019-03-27,Active,78.9,280.09,185.76,2.05,17.88,18.08
DL002,Delhi,2019-03-28,Active,151.61,402.54,201.45,2.36,26.64,20.5
DL002,Delhi,2019-03-29,Active,192.08,432.01,176.88,1.93,21.95,19.81
DL002,Delhi,2019-03-30,Active,156.15,362.78,141.44,2.18,31.74,37.15
DL002,Delhi,2019-03-31,Active,61.4,240.25,97.97,1.93,21.9,24.28
DL002,Delhi,2019-04-01,Active,52.84,203.5,98.64,1.34,15.48,26.38
DL002,Delhi,2019-04-02,Active,101.36,285.07,134.04,1.82,22.3,27.93
DL002,Delhi,2019-04-03,Active,90.69,270.89,135.4,2.08,19.45,20.11
DL002,Delhi,2019-04-04,Active,155.72,374.83,132.94,2.46,38.49,42.2
DL002,Delhi,2019-04-05,Active,186.04,445.12,220.02,3.11,52.05,55.94
DL002,Delhi,2019-04-06,Active,124.3,399.71,117.84,1.82,29.82,29.61
DL002,Delhi,2019-04-07,Active,156.64,363.49,52.2,1.72,30.44,102.68
DL002,Delhi,2019-04-08,Active,91.01,355.72,89.66,2.16,26.09,36.84
DL002,Delhi,2019-04-09,Active,95.94,273.36,110.17,1.92,38.11,42.3
DL002,Delhi,2019-04-10,Active,155.08,430.66,186.89,2.82,32.63,30.74
DL002,Delhi,2019-04-11,Active,88.86,277.72,120.48,2.0,26.6,36.8
DL002,Delhi,2019-04-12,Active,78.68,287.01,107.18,1.79,26.18,23.05
DL002,Delhi,2019-04-13,Active,75.81,241.56,100.71,1.85,25.5,26.02
DL002,Delhi,2019-04-14,Active,50.84,199.31,105.29,1.69,21.23,24.53
DL002,Delhi,2019-04-15,Active,54.52,238.74,151.51,2.19,18.58,22.94
DL002,Delhi,2019-04-16,Active,62.9,229.17,72.66,2.38,12.3,30.48
DL002,Delhi,2019-04-17,Active,27.31,121.85,51.95,1.94,9.89,27.22
DL002,Delhi,2019-04-18,Active,50.49,138.29,80.54,1.91,17.71,42.72
DL002,Delhi,2019-04-19,Active,84.4,235.25,145.75,1.92,20.6,34.16
DL002,Delhi,2019-04-20,Active,105.83,276.56,196.03,1.96,22.24,44.58
DL002,Delhi,2019-04-21,Active,119.86,330.62,231.59,2.68,18.14,33.09
DL002,Delhi,2019-04-22,Active,141.72,339.19,163.83,3.16,55.12,59.05
DL002,Delhi,2019-04-23,Active,131.07,397.65,211.7,2.83,39.86,41.77
DL002,Delhi,2019-04-24,Active,112.85,343.8,71.51,1.83,18.5,33.19
DL002,Delhi,2019-04-25,Active,97.51,311.51,54.07,2.45,19.03,50.07
DL002,Delhi,2019-04-26,Active,109.68,300.71,181.23,2.07,36.9,44.17
DL002,Delhi,2019-04-27,Active,64.6,325.01,123.68,1.7,20.14,42.05
DL002,Delhi,2019-04-28,Active,64.99,293.52,130.66,1.91,21.68,43.02
DL002,Delhi,2019-04-29,Active,82.02,302.0,184.66,2.3,29.82,40.62
DL002,Delhi,2019-04-30,Active,120.83,330.84,113.38,2.04,38.25,62.88
DL002,Delhi,2019-05-01,Active,147.69,377.27,114.99,2.01,46.31,78.34
DL002,Delhi,2019-05-02,Active,88.75,308.22,65.17,2.48,30.57,54.7
DL002,Delhi,2019-05-03,Active,71.86,182.48,84.08,2.09,32.24,70.51
DL002,Delhi,2019-05-04,Active,82.9,251.45,123.03,2.11,18.59,36.29
DL002,Delhi,2019-05-06,Active,134.41,406.33,147.14,1.86,25.22,49.7
DL002,Delhi,2019-05-07,Active,119.35,459.87,192.48,2.74,19.07,39.2
DL002,Delhi,2019-05-08,Active,258.11,561.33,222.0,2.54,23.14,37.52
DL002,Delhi,2019-05-09,Active,204.45,493.35,184.56,2.61,18.42,20.73
DL002,Delhi,2019-05-10,Active,161.19,369.41,134.99,1.54,16.64,31.41
DL002,Delhi,2019-05-11,Active,154.12,382.39,138.88,1.86,20.48,47.89
DL002,Delhi,2019-05-12,Active,220.26,437.58,123.92,1.45,16.88,43.27
DL002,Delhi,2019-05-13,Active,237.23,456.31,131.4,1.76,36.24,44.27
DL002,Delhi,2019-05-14,Active,85.68,231.92,98.1,1.74,15.71,31.53
DL002,Delhi,2019-05-15,Active,120.98,232.08,93.5,1.64,41.67,37.67
DL002,Delhi,2019-05-16,Active,78.61,225.08,151.19,1.81,22.66,30.74
DL002,Delhi,2019-05-17,Active,92.73,365.04,150.47,1.7,18.74,32.35
DL002,Delhi,2019-05-18,Active,42.04,105.28,144.31,1.78,9.76,19.95
DL002,Delhi,2019-05-20,Active,107.35,231.78,256.92,1.89,15.24,31.08
DL002,Delhi,2019-05-21,Active,80.0,177.9,210.61,2.41,16.45,34.49
DL002,Delhi,2019-05-22,Active,77.58,199.4,219.18,2.3,13.78,24.51
DL002,Delhi,2019-05-23,Active,106.7,208.4,223.77,2.79,18.64,28.4
DL002,Delhi,2019-05-24,Active,63.49,120.81,121.4,2.24,12.48,12.81
DL002,Delhi,2019-05-25,Active,40.88,115.1,116.06,1.69,9.98,19.14
DL002,Delhi,2019-05-26,Active,52.66,110.88,145.84,1.77,14.06,31.99
DL002,Delhi,2019-05-27,Active,90.85,196.49,163.85,2.05,14.2,28.25
DL002,Delhi,2019-05-28,Active,69.54,255.75,203.78,2.07,18.87,31.77
DL002,Delhi,2019-05-29,Active,82.8,288.92,205.84,2.56,17.9,33.19
DL002,Delhi,2019-05-30,Active,95.5,353.38,251.61,2.72,18.13,29.64
DL002,Delhi,2019-05-31,Active,96.31,431.96,168.77,2.25,19.57,45.0
DL002,Delhi,2019-06-01,Active,116.51,384.05,91.52,2.13,30.18,32.8
DL002,Delhi,2019-06-02,Active,78.91,240.72,39.68,1.93,10.72,20.79
DL002,Delhi,2019-06-03,Active,69.07,344.75,26.38,1.8,8.12,19.72
DL002,Delhi,2019-06-04,Active,55.21,180.2,37.59,2.59,9.99,34.03
DL002,Delhi,2019-06-05,Active,74.74,228.23,64.32,1.83,15.97,31.02
DL002,Delhi,2019-06-06,Active,87.16,302.17,113.12,1.83,18.46,37.87
DL002,Delhi,2019-06-07,Active,59.88,160.16,50.95,1.78,11.44,41.46
DL002,Delhi,2019-06-08,Active,82.1,233.2,130.55,2.26,15.06,31.06
DL002,Delhi,2019-06-09,Active,139.14,420.01,238.14,2.53,32.82,55.41
DL002,Delhi,2019-06-10,Active,99.22,374.86,250.41,2.36,16.89,36.1
DL002,Delhi,2019-06-11,Active,127.91,553.46,215.59,2.66,16.4,24.7
DL002,Delhi,2019-06-12,Active,74.0,251.39,49.13,2.1,13.52,29.24
DL002,Delhi,2019-06-13,Active,64.08,227.44,79.85,2.71,12.26,36.91
DL002,Delhi,2019-06-14,Active,56.22,245.54,169.99,2.05,11.36,37.63
DL002,Delhi,2019-06-15,Active,91.36,378.84,197.74,1.95,17.82,38.85
DL002,Delhi,2019-06-16,Active,46.5,234.38,123.76,1.57,7.09,28.86
DL002,Delhi,2019-06-17,Active,57.83,206.72,186.68,2.42,7.05,23.39
DL002,Delhi,2019-06-18,Active,36.97,181.18,148.96,2.77,7.97,29.95
DL002,Delhi,2019-06-19,Active,120.38,347.41,98.2,2.29,9.53,49.59
DL002,Delhi,2019-06-20,Active,52.27,161.09,61.02,1.98,8.73,38.73
DL002,Delhi,2019-06-21,Active,78.03,217.46,74.18,2.06,8.84,24.58
DL002,Delhi,2019-06-22,Active,77.24,223.73,95.52,2.27,9.69,44.14
DL002,Delhi,2019-06-23,Active,37.56,140.89,27.12,1.43,7.89,25.77
DL002,Delhi,2019-06-24,Active,21.16,90.69,34.64,2.07,6.59,12.08
DL002,Delhi,2019-06-25,Active,44.69,127.34,53.68,1.97,7.27,32.99
DL002,Delhi,2019-06-26,Active,74.31,214.19,118.42,2.11,7.99,30.63
DL002,Delhi,2019-06-27,Active,69.47,295.28,153.42,2.42,9.26,19.39
DL002,Delhi,2019-06-28,Active,66.92,315.14,159.77,3.04,7.33,14.56
DL002,Delhi,2019-06-29,Active,66.46,344.44,150.02,1.77,6.96,13.16
DL002,Delhi,2019-06-30,Active,80.78,341.25,127.69,1.6,13.01,24.2
DL002,Delhi,2019-07-01,Active,90.09,260.46,86.02,1.89,9.04,26.75
DL002,Delhi,2019-07-02,Active,89.77,289.02,80.21,2.14,8.37,26.07
DL002,Delhi,2019-07-03,Active,37.69,119.29,29.29,1.69,7.62,7.0
DL002,Delhi,2019-07-04,Active,45.54,106.7,54.35,2.04,6.84,14.52
DL002,Delhi,2019-07-05,Active,81.18,154.26,74.51,2.4,7.25,5.86
DL002,Delhi,2019-07-06,Active,31.89,86.71,39.77,1.75,7.86,5.46
DL002,Delhi,2019-07-07,Active,46.5,115.75,68.27,2.51,8.24,10.47
DL002,Delhi,2019-07-08,Active,61.56,177.27,75.09,2.09,7.67,7.69
DL002,Delhi,2019-07-09,Active,46.69,153.56,89.46,2.36,7.16,11.12
DL002,Delhi,2019-07-10,Active,77.05,423.44,93.1,2.31,6.72,13.32
DL002,Delhi,2019-07-11,Active,85.79,441.71,131.21,1.97,7.46,12.64
DL002,Delhi,2019-07-12,Active,85.83,472.27,103.36,1.37,8.47,17.09
DL002,Delhi,2019-07-13,Active,83.7,463.16,108.89,2.75,7.78,27.31
DL002,Delhi,2019-07-14,Active,64.66,318.61,92.04,1.63,8.47,25.92
DL002,Delhi,2019-07-15,Active,39.75,149.0,51.85,1.93,7.6,26.52
DL002,Delhi,2019-07-16,Active,32.28,109.76,51.21,2.31,8.2,59.18
DL002,Delhi,2019-07-17,Active,40.17,103.99,82.76,1.75,7.57,33.38
DL002,Delhi,2019-07-18,Active,40.72,124.8,117.53,1.51,8.48,8.54
DL002,Delhi,2019-07-19,Active,75.59,239.77,77.46,2.07,7.43,15.54
DL002,Delhi,2019-07-20,Active,55.54,146.99,64.29,1.5,9.16,31.4
DL002,Delhi,2019-07-21,Active,68.25,155.78,90.43,2.56,9.06,24.84
DL002,Delhi,2019-07-22,Active,71.14,171.5,80.55,3.15,7.85,16.82
DL002,Delhi,2019-07-23,Active,87.76,239.76,81.57,3.78,9.04,34.98
DL002,Delhi,2019-07-24,Active,74.32,245.14,113.57,2.13,8.48,23.58
DL002,Delhi,2019-07-25,Active,24.7,97.03,91.62,1.21,6.04,24.07
DL002,Delhi,2019-07-26,Active,26.41,65.73,43.44,0.95,6.54,41.72
DL002,Delhi,2019-07-27,Active,24.21,52.27,28.92,0.74,6.14,32.21
DL002,Delhi,2019-07-28,Active,14.46,54.0,32.84,0.94,7.55,30.11
DL002,Delhi,2019-07-29,Active,23.86,71.35,31.46,0.99,7.27,25.68
DL002,Delhi,2019-07-30,Active,29.62,90.3,39.06,1.42,8.0,27.47
DL002,Delhi,2019-07-31,Active,27.98,81.8,30.69,1.17,8.16,19.06
DL002,Delhi,2019-08-01,Active,33.93,91.69,33.66,0.75,7.71,18.47
DL002,Delhi,2019-08-02,Active,31.77,98.42,50.51,1.28,7.54,24.9
DL002,Delhi,2019-08-03,Active,40.05,97.88,49.55,1.59,7.55,37.63
DL002,Delhi,2019-08-04,Active,49.91,119.34,56.49,1.45,7.4,32.18
DL002,Delhi,2019-08-05,Active,50.94,116.42,49.9,1.33,8.37,22.85
DL002,Delhi,2019-08-06,Active,36.07,74.04,81.98,1.61,6.51,35.66
DL002,Delhi,2019-08-07,Active,45.74,115.56,74.3,3.14,8.27,48.67
DL002,Delhi,2019-08-08,Active,28.99,87.84,42.48,1.08,6.99,29.22
DL002,Delhi,2019-08-09,Active,15.94,70.79,32.21,1.3,8.29,16.78
DL002,Delhi,2019-08-12,Active,25.52,88.46,99.34,0.74,8.32,21.41
DL002,Delhi,2019-08-13,Active,26.95,86.09,109.37,1.51,6.53,23.12
DL002,Delhi,2019-08-14,Active,45.98,86.93,114.52,1.93,7.97,24.5
DL002,Delhi,2019-08-15,Active,37.09,82.94,60.75,1.02,6.84,29.36
DL002,Delhi,2019-08-16,Active,17.91,57.7,27.92,1.32,7.95,18.63
DL002,Delhi,2019-08-17,Active,9.54,26.36,26.66,1.13,6.57,18.83
DL002,Delhi,2019-08-18,Active,18.62,50.97,110.11,1.42,7.0,21.4
DL002,Delhi,2019-08-19,Active,51.38,173.96,106.03,1.56,5.04,22.65
DL002,Delhi,2019-08-20,Active,53.93,191.64,107.68,1.57,6.81,28.21
DL002,Delhi,2019-08-21,Active,62.51,220.59,111.78,2.15,5.67,16.29
DL002,Delhi,2019-08-22,Active,68.66,220.76,125.37,1.43,7.34,13.24
DL002,Delhi,2019-08-23,Active,65.93,240.84,168.39,1.5,7.33,14.1
DL002,Delhi,2019-08-24,Active,87.89,246.34,165.26,1.84,7.37,14.63
DL002,Delhi,2019-08-25,Active,40.77,84.82,50.6,0.98,7.15,12.96
DL002,Delhi,2019-08-26,Active,26.29,91.01,52.6,0.76,7.96,14.27
DL002,Delhi,2019-08-27,Active,44.91,170.11,69.46,1.76,10.28,21.75
DL002,Delhi,2019-08-28,Active,38.99,118.5,45.93,1.0,9.22,18.46
DL002,Delhi,2019-08-29,Active,39.48,111.97,40.1,0.94,8.64,15.46
DL002,Delhi,2019-08-30,Active,48.59,139.1,61.69,0.99,8.99,30.16
DL002,Delhi,2019-08-31,Active,63.46,189.28,112.09,1.21,8.45,19.3
DL002,Delhi,2019-09-01,Active,30.77,93.48,37.82,1.37,7.2,24.03
DL002,Delhi,2019-09-02,Active,56.57,141.76,51.41,1.01,6.9,19.51
DL002,Delhi,2019-09-03,Active,80.53,201.91,77.37,1.45,6.67,17.7
DL002,Delhi,2019-09-04,Active,78.73,191.38,59.85,1.41,5.52,16.91
DL002,Delhi,2019-09-05,Active,34.03,102.18,29.28,1.17,6.67,11.54
DL002,Delhi,2019-09-06,Active,38.07,102.69,40.35,1.48,10.36,13.4
DL002,Delhi,2019-09-07,Active,38.15,107.72,47.54,1.57,8.07,15.18
DL002,Delhi,2019-09-08,Active,41.16,125.9,55.56,1.85,8.9,38.84
DL002,Delhi,2019-09-09,Active,67.81,219.73,77.27,1.87,8.29,24.44
DL002,Delhi,2019-09-10,Active,77.68,216.55,82.65,1.4,10.1,28.09
DL002,Delhi,2019-09-11,Active,84.38,202.95,61.93,1.45,11.83,59.88
DL002,Delhi,2019-09-12,Active,56.4,132.17,33.07,1.25,7.97,20.72
DL002,Delhi,2019-09-13,Active,33.12,82.47,38.9,1.33,7.15,17.03
DL002,Delhi,2019-09-14,Active,34.9,82.72,29.67,0.55,7.47,22.76
DL002,Delhi,2019-09-15,Active,38.44,89.8,39.24,0.87,7.64,25.24
DL002,Delhi,2019-09-16,Active,67.9,180.23,102.53,1.01,8.86,23.35
DL002,Delhi,2019-09-17,Active,77.51,204.22,97.22,1.27,6.78,37.94
DL002,Delhi,2019-09-18,Active,33.46,100.1,29.67,1.39,6.68,25.05
DL002,Delhi,2019-09-19,Active,17.6,62.22,21.89,1.45,5.32,20.67
DL002,Delhi,2019-09-20,Active,39.64,111.94,39.82,1.97,7.05,28.76
DL002,Delhi,2019-09-21,Active,38.78,109.97,68.48,2.0,9.15,26.91
DL002,Delhi,2019-09-22,Active,27.21,83.98,54.64,1.86,5.52,24.97
DL002,Delhi,2019-09-23,Active,31.46,94.94,43.94,1.67,6.14,26.52
DL002,Delhi,2019-09-24,Active,41.03,119.12,63.16,1.96,9.28,38.72
DL002,Delhi,2019-09-25,Active,34.47,107.92,46.74,1.85,8.76,39.9
DL002,Delhi,2019-09-26,Active,26.11,73.71,31.23,1.83,9.14,19.97
DL002,Delhi,2019-09-27,Active,14.03,68.09,28.02,2.02,7.26,23.57
DL002,Delhi,2019-09-28,Active,23.48,73.71,34.47,1.09,8.01,29.18
DL002,Delhi,2019-09-29,Active,14.02,47.49,22.46,1.72,4.75,20.66
DL002,Delhi,2019-09-30,Active,25.67,74.29,34.99,1.93,6.22,20.86
DL002,Delhi,2019-10-01,Active,31.88,86.74,33.33,1.89,5.85,18.98
DL002,Delhi,2019-10-02,Active,43.35,132.3,60.31,2.56,5.4,34.3
DL002,Delhi,2019-10-03,Active,77.78,219.44,115.52,2.82,10.39,69.35
DL002,Delhi,2019-10-04,Active,55.53,158.32,115.66,1.49,2.04,31.52
DL002,Delhi,2019-10-05,Active,44.46,161.73,107.67,0.89,2.04,27.68
DL002,Delhi,2019-10-06,Active,68.07,200.84,117.55,2.4,3.35,30.91
DL002,Delhi,2019-10-07,Active,60.98,186.99,106.41,2.13,6.5,32.94
DL002,Delhi,2019-10-08,Active,46.09,155.86,98.83,1.96,7.36,35.72
DL002,Delhi,2019-10-09,Active,79.99,221.86,101.19,2.0,17.89,59.53
DL002,Delhi,2019-10-10,Active,117.31,273.98,89.07,1.43,11.91,37.13
DL002,Delhi,2019-10-11,Active,135.04,294.97,145.13,2.9,10.76,29.79
DL002,Delhi,2019-10-12,Active,132.78,297.61,117.95,2.46,9.08,22.46
DL002,Delhi,2019-10-13,Active,180.81,363.1,146.45,3.56,13.45,25.58
DL002,Delhi,2019-10-14,Active,146.53,334.91,177.72,3.23,8.24,22.16
DL002,Delhi,2019-10-15,Active,172.7,392.26,177.27,3.34,9.61,49.41
DL002,Delhi,2019-10-16,Active,164.33,330.06,83.09,2.81,14.2,35.65
DL002,Delhi,2019-10-17,Active,129.28,262.09,50.66,2.25,9.97,24.54
DL002,Delhi,2019-10-18,Active,71.75,259.89,60.28,2.58,6.59,21.62
DL002,Delhi,2019-10-19,Active,101.78,252.68,149.44,1.53,5.63,32.1
DL002,Delhi,2019-10-20,Active,112.48,261.4,177.93,1.59,1.91,13.65
DL002,Delhi,2019-10-21,Active,133.5,276.16,171.52,1.51,1.61,17.76
DL002,Delhi,2019-10-22,Active,120.39,285.73,203.23,2.61,5.85,19.47
DL002,Delhi,2019-10-23,Active,172.38,411.29,264.75,2.19,14.12,32.05
DL002,Delhi,2019-10-24,Active,231.89,495.96,201.01,2.62,25.97,15.36
DL002,Delhi,2019-10-25,Active,145.98,368.09,143.48,2.0,21.44,24.39
DL002,Delhi,2019-10-26,Active,185.88,431.8,178.91,2.34,15.61,14.39
DL002,Delhi,2019-10-27,Active,240.97,479.75,283.37,2.29,14.71,11.14
DL002,Delhi,2019-10-28,Active,356.85,543.34,253.18,3.08,23.19,8.43
DL002,Delhi,2019-10-29,Active,414.92,612.75,305.64,3.83,16.83,9.46
DL002,Delhi,2019-10-30,Active,372.47,625.95,319.38,4.02,21.28,7.33
DL002,Delhi,2019-10-31,Active,406.47,675.08,304.3,4.07,17.45,12.97
DL002,Delhi,2019-11-01,Active,465.81,702.12,252.87,3.95,23.63,24.42
